22823.8649	0.6766	0.7003	0.6575	0.6226	0.7312	0.6758	0.6766	0.7493
21763.0592	0.6921	0.711	0.676	0.652	0.7327	0.6917	0.6921	0.7673
21559.7975	0.6982	0.7687	0.6563	0.5709	0.8266	0.6935	0.6982	0.7773
22237.8747	0.6888	0.7576	0.6482	0.5592	0.8195	0.6837	0.6888	0.7688
20933.4487	0.711	0.762	0.6761	0.6176	0.8053	0.7086	0.711	0.7886
21532.7619	0.7056	0.8045	0.6544	0.5467	0.8659	0.6982	0.7056	0.7882
21773.2851	0.7108	0.8033	0.6607	0.5617	0.8612	0.7044	0.7108	0.7932
21015.3462	0.7121	0.7958	0.6645	0.574	0.8514	0.7067	0.7121	0.7932
21591.4838	0.7068	0.8343	0.6488	0.5194	0.8959	0.6964	0.7068	0.7951
21361.1313	0.7184	0.7696	0.683	0.6271	0.8106	0.7162	0.7184	0.7948
21215.1886	0.7149	0.7825	0.6727	0.5989	0.832	0.7112	0.7149	0.7912
21481.5843	0.7151	0.7629	0.6815	0.628	0.803	0.7131	0.7151	0.794
20880.7063	0.7143	0.7591	0.6821	0.6314	0.7978	0.7124	0.7143	0.7945
20672.7613	0.7168	0.7486	0.6917	0.6565	0.7776	0.7158	0.7168	0.7976
20763.0192	0.7165	0.7303	0.7039	0.6904	0.7428	0.7163	0.7165	0.7977
20822.7475	0.7171	0.7621	0.6848	0.635	0.8	0.7153	0.7171	0.7955
20929.1998	0.7142	0.7401	0.6929	0.6641	0.7647	0.7136	0.7142	0.7952
21447.7751	0.7146	0.7749	0.6753	0.6085	0.8217	0.7115	0.7146	0.7956
21106.9805	0.7177	0.7485	0.6932	0.6595	0.7764	0.7168	0.7177	0.7955
21435.2813	0.7186	0.7714	0.6824	0.6249	0.8131	0.7162	0.7186	0.7975
20962.575	0.7194	0.7639	0.6871	0.6385	0.8009	0.7176	0.7194	0.798
21169.2665	0.7122	0.7068	0.7179	0.7294	0.6947	0.712	0.7122	0.7972
20514.1293	0.7261	0.7659	0.6962	0.6548	0.798	0.7248	0.7261	0.8057
21428.8662	0.7146	0.715	0.7141	0.7178	0.7114	0.7146	0.7146	0.799
22111.4663	0.7153	0.7135	0.7172	0.7237	0.7068	0.7152	0.7153	0.799
21328.0278	0.7126	0.7042	0.7218	0.7374	0.6875	0.7123	0.7126	0.799
21800.2018	0.7197	0.7245	0.7151	0.7132	0.7263	0.7197	0.7197	0.801
20881.9779	0.722	0.7395	0.7066	0.6892	0.7551	0.7218	0.722	0.8029
