22426.9126	0.6805	0.6993	0.6645	0.6382	0.7231	0.68	0.6805	0.75
21763.8696	0.6924	0.7036	0.6822	0.6697	0.7153	0.6923	0.6924	0.7661
21524.4041	0.699	0.7477	0.6657	0.6047	0.7941	0.6965	0.699	0.775
21066.9748	0.7065	0.7381	0.6818	0.6441	0.7694	0.7054	0.7065	0.7842
21101.7459	0.7097	0.7837	0.6655	0.5827	0.8377	0.7051	0.7097	0.7892
20801.5548	0.7121	0.7388	0.6904	0.6601	0.7646	0.7114	0.7121	0.7903
20674.5448	0.717	0.7649	0.6831	0.63	0.8046	0.7149	0.717	0.7957
20557.0584	0.716	0.7535	0.6877	0.6459	0.7868	0.7147	0.716	0.7973
20360.8692	0.7179	0.7347	0.703	0.686	0.7501	0.7176	0.7179	0.7998
20313.9771	0.7186	0.7313	0.7071	0.6953	0.7422	0.7185	0.7186	0.8025
20311.3607	0.7243	0.7654	0.6937	0.6505	0.7988	0.7229	0.7243	0.8036
20188.8857	0.723	0.7547	0.6979	0.6644	0.7821	0.7222	0.723	0.805
20158.2639	0.7222	0.73	0.7149	0.7093	0.7353	0.7222	0.7222	0.8068
20047.9572	0.726	0.7422	0.7116	0.6963	0.756	0.7259	0.726	0.8083
20072.1651	0.7249	0.7367	0.714	0.7037	0.7462	0.7248	0.7249	0.8085
20082.5087	0.7239	0.7375	0.7116	0.6991	0.749	0.7238	0.7239	0.8088
20156.4509	0.7219	0.7186	0.7253	0.7334	0.7103	0.7218	0.7219	0.8096
20049.9495	0.7268	0.7376	0.7167	0.7078	0.7459	0.7267	0.7268	0.8106
19987.8627	0.7296	0.7614	0.7043	0.6724	0.7874	0.7288	0.7296	0.8109
20087.6659	0.7283	0.7568	0.705	0.6762	0.7808	0.7276	0.7283	0.8106
20230.4038	0.723	0.7281	0.718	0.7156	0.7304	0.723	0.723	0.811
20247.7919	0.7252	0.7376	0.7138	0.7028	0.7478	0.7251	0.7252	0.81
20277.7268	0.7241	0.7179	0.7308	0.7424	0.7057	0.724	0.7241	0.8126
20564.6994	0.7227	0.7173	0.7285	0.7392	0.706	0.7226	0.7227	0.8113
20167.4097	0.7305	0.7501	0.7135	0.6949	0.7664	0.7302	0.7305	0.8123
20274.6458	0.7274	0.7267	0.7282	0.7329	0.7219	0.7274	0.7274	0.8142
20507.9324	0.726	0.7185	0.7341	0.7471	0.7047	0.7258	0.726	0.8138
20398.5266	0.7276	0.7389	0.7172	0.7078	0.7477	0.7276	0.7276	0.8101
20439.113	0.7294	0.7395	0.72	0.7121	0.7469	0.7294	0.7294	0.8123
20626.4262	0.726	0.727	0.725	0.7277	0.7244	0.726	0.726	0.8128
20145.8991	0.7306	0.737	0.7245	0.7209	0.7404	0.7306	0.7306	0.8159
20646.5156	0.7275	0.729	0.7259	0.7279	0.727	0.7275	0.7275	0.8124
20612.9468	0.7288	0.7299	0.7277	0.7302	0.7274	0.7288	0.7288	0.814
20730.3498	0.7244	0.7187	0.7304	0.7412	0.7073	0.7242	0.7244	0.8114
20637.2266	0.729	0.7343	0.7239	0.7216	0.7365	0.729	0.729	0.8141
20888.2751	0.7269	0.7204	0.734	0.7456	0.7081	0.7268	0.7269	0.8147
21383.8363	0.7229	0.7181	0.7281	0.7381	0.7077	0.7229	0.7229	0.8113
21556.8843	0.722	0.7035	0.7446	0.7717	0.6718	0.7212	0.722	0.8137
21465.1179	0.7204	0.7002	0.7455	0.7749	0.6653	0.7194	0.7204	0.8143
21212.6659	0.7262	0.7195	0.7336	0.7456	0.7067	0.7261	0.7262	0.8137
21042.8894	0.7306	0.7377	0.7239	0.7195	0.7418	0.7306	0.7306	0.8144
21203.8352	0.727	0.719	0.7357	0.7492	0.7046	0.7268	0.727	0.8153
21437.6684	0.7271	0.7236	0.7309	0.739	0.7151	0.7271	0.7271	0.8137
21558.2798	0.7252	0.7135	0.7384	0.7565	0.6935	0.7248	0.7252	0.8148
21409.0124	0.7229	0.7079	0.7405	0.763	0.6824	0.7223	0.7229	0.8152
21953.1871	0.7233	0.7073	0.7423	0.7659	0.6803	0.7227	0.7233	0.8153
21991.1873	0.7235	0.707	0.7432	0.7674	0.6791	0.7228	0.7235	0.815
22686.6584	0.7149	0.6891	0.7498	0.7879	0.6414	0.7133	0.7149	0.8126
22173.0113	0.7246	0.7212	0.7281	0.7361	0.7129	0.7245	0.7246	0.8111
21909.4098	0.7296	0.7269	0.7323	0.7392	0.7198	0.7295	0.7296	0.8151
22160.1237	0.7263	0.7189	0.7344	0.7472	0.7052	0.7261	0.7263	0.8142
21830.2502	0.7297	0.7253	0.7344	0.7433	0.7159	0.7296	0.7297	0.8153
21963.5471	0.7317	0.7333	0.7301	0.732	0.7314	0.7317	0.7317	0.8152
22426.7766	0.7254	0.7117	0.7414	0.7619	0.6886	0.725	0.7254	0.8146
22666.0406	0.7278	0.7154	0.7419	0.7604	0.6948	0.7274	0.7278	0.8152
22935.494	0.7209	0.7008	0.7459	0.775	0.6662	0.7199	0.7209	0.8147
22884.3609	0.7221	0.7023	0.7467	0.7753	0.6684	0.7212	0.7221	0.8149
23237.8973	0.7272	0.7202	0.7347	0.7469	0.7072	0.727	0.7272	0.8124
22911.3449	0.729	0.724	0.7343	0.744	0.7138	0.7289	0.729	0.8149
